food_id,food_name_original,scientific_name,food_group,food_subgroup,variety_name,collection_area,district,province,food_state,edible_part,edible_part_percent,inedible_part_percent,lb_ratio,kernel_weight_1000_g,energy_kcal,water_g,protein_g,fat_g,ash_g,crude_fiber_g,carbohydrate_g,reducing_sugar_g,calcium_mg,iron_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,total_carotenoids_ug,vitamin_c_mg,nutrient_basis,source_document,source_year,source_page,source_table,source_figure,extraction_confidence,needs_manual_review,notes
NFD-2012-0548,Jack fruit seeds,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,133,64.5,6.6,0.4,1.2,1.5,25.8,,50,1.5,97,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0549,Jaggary cane,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,383,3.9,0.4,0.1,0.6,,95,,80,11.4,40,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0550,Jandh,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,2.6,94.6,2,0.075,0.56,ND,,,20.2,1.5,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0551,Mahuwa flowers,,MISCELLANEOUS FOODS,,,,,,Raw,,89,,,,311,18.6,4.4,0.6,2.7,1.7,72,,140,15,140,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0552,Malberry leaves powder,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,293,6.4,13,2.1,6.7,8.5,38.2,,162.6,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0553,Papad,,MISCELLANEOUS FOODS,,,,,,Raw,,100,,,,228,20.3,18.8,0.3,8.2,,52.4,,80,17.2,300,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0554,Pumpkin seed,,MISCELLANEOUS FOODS,,,,,,Raw,,70,,,,584,8,24.3,47.2,4.7,0.2,15.6,,50,5.5,830,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0555,Sugacane juice,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,39,90.2,0.1,0.2,0.4,,9.1,,10,1.1,10,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0556,Sohan papad,,MISCELLANEOUS FOODS,,,,,,Raw,,100,,,,513,1.75,6.3,25.9,0.35,2.1,63.5,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0557,Yarsagumba Capsule,,MISCELLANEOUS FOODS,,,,,,Raw,,100,,,,312,13.45,22,5.86,5.55,10.35,42.7,,,22.69,204,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0558,Cooked rice,,COOKED FOOD,,,,,,Raw,,,,,,129,67.5,2.5,0.17,0.31,ND,29.4,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0559,Dal(pulses),,COOKED FOOD,,,,,,Raw,,,,,,48.7,86.3,3.3,0.6,2.28,,7.4,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0560,Green vegeables,,COOKED FOOD,,,,,,Raw,,,,,,61,83.1,2,2.61,2.59,2.32,7.3,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0561,Mixed vegetables,,COOKED FOOD,,,,,,Raw,,1,,,,61,82.9,1.94,2.51,2.31,2.9,7.5,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0562,Whole wheat bread,,COOKED FOOD,,,,,,Raw,,1,,,,218,,8,1,,,44,,30,3,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0563,Maize dough(Dhindo),,COOKED FOOD,,,,,,Raw,,,,,,111,,2.8,1.2,,,22.2,,6,0.72,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0564,Bengalgram vegetables,,COOKED FOOD,,,,,,Raw,,,,,,127,,5.92,1.85,,,21.5,,71.1,1.62,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0565,Samosa,,COOKED FOOD,,,,,,Raw,,,,,,298,41.3,4.6,14.8,2.1,0.48,36.7,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0566,Aaluchap,,COOKED FOOD,,,,,,Raw,,,,,,238,51.5,4.2,11.5,2.5,1.01,29.6,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0567,Pakauda,,COOKED FOOD,,,,,,Raw,,,,,,361,29.5,5.4,21.1,3.58,3.05,37.3,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0568,Sel,,COOKED FOOD,,,,,,Raw,,,,,,225,22.1,4.5,11.7,0.41,0.07,61.3,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0569,jeri,,COOKED FOOD,,,,,,Raw,,,,,,445,15.8,2.4,21.3,0.34,ND,60.4,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0570,Buff Momo,,COOKED FOOD,,,,,,Raw,,100,,,,215,53.2,11.7,7.74,1.8,0.89,24.6,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0571,Chicken Momo,,COOKED FOOD,,,,,,Raw,,100,,,,206,56.4,9.8,8.06,1.55,0.55,23.6,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0572,Paneer Momo,,COOKED FOOD,,,,,,Raw,,100,,,,256,48,9.3,11.7,1.89,0.84,28.1,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0573,Paneer+Veg Momo,,COOKED FOOD,,,,,,Raw,,100,,,,143,64.9,4.7,2.62,1.77,0.91,25.1,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0574,Vegetable Momo,,COOKED FOOD,,,,,,Raw,,100,,,,148,62.9,4.4,2.25,1.63,1.17,27.6,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0575,Aalu Naan,,COOKED FOOD,,,,,,Raw,,100,,,,175,,5.3,0.33,0.71,0.08,41.9,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0576,Plain naan,,COOKED FOOD,,,,,,Raw,,100,,,,269,32.4,7.6,1.53,1.21,ND,57.9,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0577,Butter naan,,COOKED FOOD,,,,,,Raw,,100,,,,283,34.6,7.5,4.44,1.18,0.05,55.1,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0578,Kimma naan( mutton),,COOKED FOOD,,,,,,Raw,,100,,,,261,45.3,11.1,7.99,1.31,0.21,30.2,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0579,Chicken naan,,COOKED FOOD,,,,,,Raw,,100,,,,252,43.3,9.6,6.28,1.37,0.11,39.3,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0580,Veg naan,,COOKED FOOD,,,,,,Raw,,100,,,,221,47.7,6.4,3.53,1.25,0.29,40.8,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0581,Paneer naan,,COOKED FOOD,,,,,,Raw,,100,,,,256,44.2,7.73,14.9,1.34,0.08,38.1,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0582,Maize: Wheat: soybean,,WEANING FOODS,,,,,,Raw,,,,,,446,4.5,22.2,7.73,2.67,,55.7,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0583,"Maize, wheat, germinated green mung",,WEANING FOODS,,,,,,Raw,,,,,,433,4.2,17,11.7,2.12,,65,,,5.5,368,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0584,"Amaranths seed, barley, soybean",,WEANING FOODS,,,,,,Raw,,,,,,433,3.8,25.6,12.5,3.55,,54.5,,,4.4,533,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0585,"Germ. buckwheat, amaranths, soybean",,WEANING FOODS,,,,,,Raw,,,,,,386,3.3,24.4,3.3,3.34,,54.9,,,2.54,492,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0586,"Foxtail millet, Maize, soybean",,WEANING FOODS,,,,,,Raw,,,,,,453,4,21.1,3.4,3.36,,54.9,,,2.7,425,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0587,"Germ. buckwheat, green mung, Maize",,WEANING FOODS,,,,,,Raw,,,,,,396,4.9,18.6,5.1,2.4,,9.1,,,3.1,351,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0588,"Uwa, Maize and soybean",,WEANING FOODS,,,,,,Raw,,,,,,449,4.7,21.6,16.6,3.8,,57.5,,,3.8,454,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0589,"Barley, Maize and soybean",,WEANING FOODS,,,,,,Raw,,,,,,425,4.6,22.3,11.8,3.8,,57.5,,,2.5,450,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0590,"Proso millet, wheat, Green Mung",,WEANING FOODS,,,,,,Raw,,,,,,390,3,18.4,2.8,3,,72.8,,,2.6,363,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0591,Wheat and Green mung(1:1),,WEANING FOODS,,,,,,Raw,,,,,,365.1,7.7,15,1.9,2.1,1.3,72,,61.6,13.7,149,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0592,Barley and black gram(1:1),,WEANING FOODS,,,,,,Raw,,,,,,358.5,7.3,15.1,1.7,2.5,2.7,70.7,,8.7,8.7,339,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0593,"Wheat, rice and green mung",,WEANING FOODS,,,,,,Raw,,,,,,398.6,5.4,10.2,7,2.1,1.6,73.7,,30,2.3,285,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0594,"Rice, maize and Bengal gram",,WEANING FOODS,,,,,,Raw,,,,,,375.8,5.7,8.4,2.6,1.8,1.8,79.7,,35,2.2,280,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0595,"Millet, rice and and Blackgram",,WEANING FOODS,,,,,,Raw,,,,,,378.6,5.8,12.9,3.4,2.4,1.4,74.1,,107,20,162,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0596,Millet and blackgram(1:1),,WEANING FOODS,,,,,,Raw,,,,,,359.6,9.2,13.8,4.4,2.9,3.5,66.2,,146,120,146,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0597,Rice and blackgram(1:1),,WEANING FOODS,,,,,,Raw,,,,,,375.3,10.2,12.3,4.9,1.4,0.7,70.5,,56,25,179,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0598,"Rice, wheat and bengalgram",,WEANING FOODS,,,,,,Raw,,,,,,428.2,4.7,9.3,11.8,2.1,0.9,71.2,,101,4,297,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0599,Jaulo (rice and green mung) 2:1,,WEANING FOODS,,,,,,Raw,,,,,,300,64.5,11.4,5.2,1.3,2,11.4,,120,6,500,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0600,Amala,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,16,93,2,trace,1.5,1.4,2.1,,20.5,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0601,Asparagus,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,27,92.9,2.1,0.3,0.7,0.2,3.8,,22.5,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0602,Ban tarul,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,77,76.2,1.7,0,3.1,1.3,17.7,,43,43,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0603,Bethe sag,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,64,78,7.1,traces,3.6,2,8.8,,400,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0604,Chutro,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,87,72,2.5,6.9,1,1.4,16.2,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0605,"Wild mushroom,dry",,WILD EDIBLE FOOD,,,,,,Raw,,,,,,,13.5,12.7,1.65,16.6,10.89,,,,16.33,426,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0606,Githa,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,96,74,1.5,0.1,0.8,1.3,22,,61.5,3.2,81,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0607,Jamun,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,40,87,4,traces,1.6,1.4,6,,23.15,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0608,Neuro,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,36,88,4.4,0.2,1.3,1,4.2,,71.53,,3.95,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0609,Pudina (Mint),,WILD EDIBLE FOOD,,,,,,Raw,,,,,,38,87,4.5,traces,1.9,0.2,4.6,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0610,Rato tarul,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,100,74,1.9,0.1,0.7,10,2.3,,76.9,1.7,45.9,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0611,Sisnu(Stinging Nettle),,WILD EDIBLE FOOD,,,,,,Raw,,,,,,53,81.7,6.9,0.2,4.2,1.8,5,,981.3,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0612,Sisnu powder dry,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,271,9.6,25,1.9,16.6,8,39,,404,23.2,330,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0613,Vyakur githa,,WILD EDIBLE FOOD,,,,,,Raw,,,,,,66,80.7,2,traces,0.9,1.7,14,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0614,Wai Wai,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,0.15,,1.8,7.68,66.4,3.92,20,,476,120,87,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0615,Aaha,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,0.09,,2.6,10.36,73,2.48,11.1,,433,197,28,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0616,New Ma Ma,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,2.1,7.7,64.7,4.1,21.3,,481,106,15.2,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0617,Hits Noodle,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,7.3,8.3,62.3,3.5,18.6,,450,64,14.3,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0618,Min Min,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,3.9,7.7,67,3.4,18.1,,462,110,29.7,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0619,Fe Mee,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,3.7,7.3,67,2.6,19.8,,475,64,14.3,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0620,Yom Yum (Snack Noodle),,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,2.6,7.3,68,3.5,18.6,,469,98,29.7,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0621,Yam Yam,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,0.19,,3.2,8.07,67,3.46,18.1,,463,104,44,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0622,Rara,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,0.14,,2,6.15,70,1.63,19.9,,484,98,56,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0623,Maggi,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,0.09,,5.8,7.12,67,2.12,17.9,,458,123,40,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0624,Ezee,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,7,5.9,66.4,3.9,16.8,,440,85,14.9,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0625,Yeo's Inst. Noodle,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,7.2,11.4,61,2.5,18.1,,454,112,19.1,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0626,Yeo's Inst. Noodle (Curry F1),,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,6.9,9.1.,63.6,2.1,18,,453,116,16.4,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0627,Yeo's Inst. Noodle (Spicy F1.),,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,5.9,8.8,63.6,2.3,19.4,,464,109,21.8,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0628,Yeo's lost. Noodle (Mushroom),,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,8.5,9,63,1.8,17.6,,446,113,14,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0629,Ma Ma Inst. (Chicken F1 Thai),,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,7.6,7.3,65,3,17.3,,445,114,15.7,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0630,Ma Ma Inst. Noodle,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,7.2,6.5,68,2.9,15.6,,438,100,24.8,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0631,Ma Ma Inst. (Shour Shrimp F1),,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,6.5,9.7,64,2.6,17.2,,448,125,10.5,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0632,Tiger bran Noodles,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,12.7,10,75,0.7,1.6,,357,75,14.7,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0633,Surya Noodles,,SUPPLEMENTARY FOOD,,,,,,Raw,,-,,,,,,14,6.2,79,0.57,0.6,,346,80,15.6,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0634,Testy Noodles,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,12,7,80,0.26,0.4,,352,81,14.5,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0635,Egg steam Noodle (Tiger Br.),,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,13.6,6.8,77.6,0.7,1.3,,349,106,25.5,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0636,Chicken Cracker,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,3.9,16.7,57.2,2.8,19.4,,470,51.4,23.4,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0637,"Pra""ii Cracker",,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,5.6,7.4,61.3,4.8,20.9,,463,69.2,43.7,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0638,Cheese Ball Hello,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,5.5,5.1,68,2.1,19,,463,129,86,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0639,Girni Short Macaroni (Nes),,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,6.6,8.2,84.5,0.48,0.21,,373,75,17.8,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0640,Bambion Macaroni (India),,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,11.3,5.6,82.5,0.46,0.19,,354,77,26.2,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0641,Special Pasta,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,,,11.4,4,84,0.48,0.5,,354,10.6,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0642,Muesli,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,2.07,,5.9,10.06,75,1.1,5.6,,390,220,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0643,High energy soya biscuit,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,1.55,,3.6,6.8,69.9,1.64,16.5,,455,104.2,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0644,Nutrimixed,,SUPPLEMENTARY FOOD,,,,,,Raw,,,,,,1.5,,6.1,18.52,63,3.59,7.25,,391,116.87,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
