food_id,food_name_original,scientific_name,food_group,food_subgroup,variety_name,collection_area,district,province,food_state,edible_part,edible_part_percent,inedible_part_percent,lb_ratio,kernel_weight_1000_g,energy_kcal,water_g,protein_g,fat_g,ash_g,crude_fiber_g,carbohydrate_g,reducing_sugar_g,calcium_mg,iron_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,total_carotenoids_ug,vitamin_c_mg,nutrient_basis,source_document,source_year,source_page,source_table,source_figure,extraction_confidence,needs_manual_review,notes
NFD-2012-0427,Arithippilli Arisithipplli,,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,329,12.5,13.2,4.7,6,5.2,58,,460,13.5,325,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0428,Betal nut (Supari),,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,375,11.5,4.7,10.2,1.6,13.2,66.1,,295,4.5,105,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0429,Cinnamon,,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,259,8.8,6.1,1.9,4.2,26.5,64.6,,415,15,69,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0430,Cardamom,,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,229,20,10.2,2.2,5.4,20.1,42.1,,130,4.6,160,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0431,"Chilliy, dry",,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,246,10,15.9,6.2,6.1,30.2,31.6,,160,2.3,370,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0432,"Chilliy, green",,CONDIMENTS AND SPICES,,,,,,Raw,,90,,,,29,85.7,2.9,0.6,1,6.8,3,,30,4.4,80,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0433,"Cloves, dry",,CONDIMENTS AND SPICES,,,,,,Raw,,100,,,,286,25.2,5.2,8.9,5.2,9.5,46,,740,11.7,100,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0434,"Coriander, dry",,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,288,11.2,14.4,16.1,4.4,32.6,21.6,,630,7.1,393,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0435,Cumin seed,,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,356,11.9,18.7,15,5.8,12,36.6,,1080,11.7,511,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0436,Fenugreek seed,,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,333,13.7,26.2,5.8,3,7.2,44.1,,160,6.5,370,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0437,Garlic dry,,CONDIMENTS AND SPICES,,,,,,Raw,,85,,,,145,62,6.3,0.1,1,0.8,29.8,,30,1.2,310,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0438,Mace,,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,437,15.9,6.5,24.5,1.6,3.8,47.8,,180,12.6,100,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0439,Nutmeg,,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,472,14.3,7.5,36.4,1.7,11.6,28.5,,120,2.03,240,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0440,Omum,,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,363,7.4,17.1,21.8,7.9,21.2,24.6,,1525,12.5,443,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0441,pepper dry,,CONDIMENTS AND SPICES,,,,,,Raw,,95,,,,304,18.2,11.5,6.8,4.4,14.9,49.2,,460,12.4,198,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0442,Pepper green,,CONDIMENTS AND SPICES,,,,,,Raw,,81,,,,98,70.6,4.8,2.7,1.8,6.4,13.7,,270,2.4,70,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0443,Tamarind pulp,,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,283,20.9,3.1,0.1,2.9,5.6,67.4,,170,17,110,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0444,Timur,,CONDIMENTS AND SPICES,,,,,,Raw,,100,,,,,13.54,,6.24,8.23,,,,,,59.94,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0445,Zimbu,,CONDIMENTS AND SPICES,,,,,,Raw,,100,,,,,18.44,,,9.73,,,,,,48.9,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0446,"Lime, peel",,CONDIMENTS AND SPICES,,,,,,Raw,,,,,,129,66.5,1.8,0.5,1.8,,29.4,,710,2.7,60,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0447,Almond,,NUTS & OILSEEDS,,,,,,Raw,,,,,,665,5.2,20.8,58.9,2.9,1.7,10.5,,230,5.09,490,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0448,Cashew nut,,NUTS & OILSEEDS,,,,,,Raw,,,,,,596,5.9,21.2,46.9,2.4,1.3,22.3,,50,5.8,450,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0449,Coconut (dry),,NUTS & OILSEEDS,,,,,,Raw,,,,,,662,4.3,6.8,62.3,1.6,6.6,18.4,,400,7.8,210,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0450,Coconut (fresh),,NUTS & OILSEEDS,,,,,,Raw,,100,,,,444,36.3,4.5,41.6,1,3.6,13,,10,1.7,240,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0451,chilgoza,,NUTS & OILSEEDS,,,,,,Raw,,,,,,615,4,13.9,49.3,2.8,1,29,,91,3.6,494,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0452,Filinge (Jhhusetil),,NUTS & OILSEEDS,,,,,,Raw,,,,,,567,2.2,25.6,41.4,4.7,3.1,22.3,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0453,Groundnut,,NUTS & OILSEEDS,,,,,,Raw,,73,,,,567,3,25.3,40.1,2.4,3.1,26.1,,90,2.5,350,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0454,"Groundnut, roasted",,NUTS & OILSEEDS,,,,,,Raw,,69,,,,570,1.7,26.2,39.8,2.5,3.1,26.7,,77,3.1,370,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0455,Linseed seeds,,NUTS & OILSEEDS,,,,,,Raw,,99,,,,533,6.5,20.3,37.7,2.4,4.8,28.3,,170,2.7,370,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0456,Walnut,,NUTS & OILSEEDS,,,,,,Raw,,45,,,,687,4.5,15.6,64.5,1.8,2.6,11,,100,2.04,380,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0457,Silam,,NUTS & OILSEEDS,,,,,,Raw,,100,,,,461,6.2,20,22.1,3.5,3.13,30.6,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0458,Mustard seed,,NUTS & OILSEEDS,,,,,,Raw,,,,,,541,8.5,20,39.7,4.2,1.8,23.8,,490,7.9,700,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0459,Niger seed,,NUTS & OILSEEDS,,,,,,Raw,,,,,,515,4.2,23.9,39,4.9,10.9,17.1,,300,56.7,224,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0460,Pistachio nut,,NUTS & OILSEEDS,,,,,,Raw,,,,,,626,5.6,19.8,53.5,2.8,2.1,16.2,,140,7.7,430,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0461,Poppy Seed,,NUTS & OILSEEDS,,,,,,Raw,,,,,,382,4.9,15.1,2.3,5.9,1.9,75.3,,981,5.2,625,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0462,Safflower seed,,NUTS & OILSEEDS,,,,,,Raw,,,,,,356,5.5,13.5,25.6,2.6,34.9,17.9,,236,4.6,823,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0463,Sunflower seed,,NUTS & OILSEEDS,,,,,,Raw,,52,,,,620,5.5,19.8,52.1,3.7,1,17.9,,280,5,670,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0464,Walnut,,NUTS & OILSEEDS,,,,,,Raw,,45,,,,687,4.5,15.6,64.5,1.8,2.6,11,,100,2.64,380,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0465,Seasome seed black,,NUTS & OILSEEDS,,,,,,Raw,,,,,,554,6.36,21.3,47.97,6.12,8.86,9.33,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0466,Seasome seed white,,NUTS & OILSEEDS,,,,,,Raw,,,,,,599,4.28,25.9,49.57,5.34,2.53,12.4,,,4.59,442,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0467,Seasome seed brown,,NUTS & OILSEEDS,,,,,,Raw,,,,,,521,5.88,23.4,37.3,7.62,2.89,22.9,,,16.13,480,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0468,Siltimur,,NUTS & OILSEEDS,,,,,,Raw,,,,,,542,5.1,7.1,42.15,4.95,14.4,26.3,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0469,Bhang ko geda,,NUTS & OILSEEDS,,,,,,Raw,,,,,,516,6.2,19.9,34.8,5.26,3.1,30.6,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0470,Buff Sausage,,MEAT & MEAT PRODUCTS,,,,,,Raw,,100,,,,150,67.34,15.9,5.64,2.21,,8.8,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0471,Chicken Sausage,,MEAT & MEAT PRODUCTS,,,,,,Raw,,100,,,,253,64.62,16.5,18.8,2,0.09,0,,,0.55,167,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0472,Duck meat,,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,130,72.3,21.6,4.8,1.2,,0,,4,,235,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0473,Field rat's meet,,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,104,73.9,23.6,1,1.4,,0.9,,30,,242,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0474,Finch,,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,133,68.8,26.6,3,1.7,,,,90,,347,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0475,Goat- Meat(Lean meat),,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,118,74.2,21.4,3.6,1.1,,0,,12,,193,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0476,"Liver, goat",,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,107,76.3,20,3,1.3,,,,17,,279,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0477,"Liver, sheep",,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,150,70.4,19.3,7.5,1.5,,1.3,,10,6.3,380,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0478,Mutton muscle,,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,194,71.5,18.5,13.3,1.3,,,,150,2.5,150,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0479,Pork muscle,,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,114,77.4,18.7,4.4,1,,,,30,2.2,200,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0480,Pigeon meat,,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,137,70.4,23.3,4.9,1.4,,,,12,,290,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0481,Ham Sliced (Barume),,MEAT & MEAT PRODUCTS,,,,,,Raw,,100,,,,349,65.49,20.8,23.9,2.45,,12.5,,12.41,0.67,175.5,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0482,Ham(Smoked),,MEAT & MEAT PRODUCTS,,,,,,Raw,,100,,,,122,63.2,21.4,15,,0.002,0.4,,8.65,1.05,240,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0483,Pork Bacon (Swiss Gourmet),,MEAT & MEAT PRODUCTS,,,,,,Raw,,100,,,,289,50,14.9,21,4,0.02,10.1,,,0.72,173,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0484,Pork Prine Bacon,,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,296,51.62,18.8,23,3.2,0.012,3.4,,,0.53,311,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0485,Pork Sausages,,MEAT & MEAT PRODUCTS,,,,,,Raw,,100,,,,392,63.36,19.2,28.95,2.21,,13.7,,15.53,0.83,286,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0486,Salami Cooked,,MEAT & MEAT PRODUCTS,,,,,,Raw,,100,,,,172,57,17.8,4,4.9,0.012,0,,9.75,1.65,195,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0487,"Snail, small",,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,74,78.9,12.6,1,3.8,,3.7,,1321,,147,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0488,"Snail, big",,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,97,74.1,10.5,0.6,2.4,,12.4,,870,,116,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0489,Turtle meat,,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,86,79.4,16.5,1.5,1.1,,1.5,,7,,162,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0490,Venison,,MEAT & MEAT PRODUCTS,,,,,,Raw,,,,,,97,75.3,21,0.6,1.2,,1.9,,3,,233,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0491,Duck- egg,,EGG,,,,,,Raw,,,,,,181,71,13.5,13.5,1,,0.8,,70,2.5,260,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0492,Battai-egg(Quial egg),,EGG,,,,,,Raw,,,,,,158,74.35,13,11.09,,,0.41,,62,3.7,220,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0493,Bam fish,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,100,74.8,16.1,0.9,1.3,,6.9,,330,0.8,240,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0494,Hisla,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,273,53.7,21.8,19.4,2.2,,2.9,,180,2.1,280,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0495,Katla,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,111,73.7,19.5,2.4,1.5,,2.9,,530,0.9,235,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0496,Kol,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,156,70,14.8,8.8,2,,4.4,,410,1.4,390,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0497,Mungri,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,86,78.5,15,1,1.3,,4.2,,210,0.7,290,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0498,Singhi,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,124,68,22.8,0.6,1.7,,6.9,,670,2.3,650,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0499,Tengra fish,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,144,70,19.2,6.4,2.1,,2.3,,270,2,170,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0500,Prawn,,FISH & FISH PRODUCTS,,,,,,Raw,,45,,,,89,77.4,19.1,1,1.7,,0.8,,323,5.3,278,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0501,Crab small,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,169,65.3,11.2,9.8,4.6,,9.1,,1606,,253,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0502,Rahu,,FISH & FISH PRODUCTS,,,,,,Raw,,78,,,,97,76.7,16.7,1.4,0.9,,4.4,,650,1,175,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0503,Dry fish (Sun dried),,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,366,13.96,64.9,4.21,,,16.9,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0504,Dried Fish,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,,19.7,58.5,11.14,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0505,Salted Dry Fish,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,377,13.4,62.2,6.03,,,18.4,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0506,Smoked Dry Fish,,FISH & FISH PRODUCTS,,,,,,Raw,,,,,,391,10.42,70.8,7.23,,,11.6,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0507,Buffalo milk,,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,105,81,4.3,6.5,0.8,,7.4,,210,0.2,130,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0508,Dairy's milk,,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,,86.8,3,4.5,0.8,,4.6,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0509,Goat milk,,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,72,83,3.3,6,1.9,,5.1,,170,0.3,120,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0510,Sheep milk,,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,95,47.5,5.4,26,4.2,,0.6,,170,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0511,Paneer,,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,331,40.3,23.7,25.1,0.1,0.3,6.3,,441,4.5,435,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0512,Cheese,,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,348,88,24.1,3.4,0.1,,7.4,,790,2.1,520,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0513,Human milk,,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,65,97.5,1.1,1.1,3.1,,0.5,,28,,11,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0514,Buttermilk,,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,15,30.6,0.8,31.2,,,20.5,,30,0.1,30,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0515,Khuwa (whole buffalo milk),,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,421,,14.6,,,,,,650,5.8,420,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0516,Skimmed milk powder(cow's milk),,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,357,4.1,38,0.1,6.8,,51,,1370,1.4,1000,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0517,"Channa, buffalo's milk",,MILK & MILK PRODUCTS,,,,,,Raw,,100,,,,292,54.1,13.4,23,1.6,,7.9,,480,,277,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0518,Butter,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,729,19,,81,2.5,,,,,-,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0519,Ghee cow,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0520,Ghee (Buffalo),,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0521,Ghee vegetable,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0522,Vegetable cooking oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0523,Hydrogenated oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0524,Sunflower oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,-,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0525,Soyabean oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0526,Corn oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0527,Coconut oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0528,Cotton seed oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0529,Olive oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0530,Ground nut oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0531,Seasome oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0532,Linseed oil,,FATS & EDIBLE OILS,,,,,,Raw,,100,,,,900,,,100,,,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0533,Areca nut,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,249,31.3,4.9,4.4,1,11.2,47.2,,50,1.5,130,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0534,Betel leaves,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,44,85.4,3.1,0.8,2.3,2.3,6.1,,230,7,40,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0535,"Biscuit, salty",,MISCELLANEOUS FOODS,,,,,,Raw,,100,,,,534,4.5,6.6,32.4,1.9,,54.6,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0536,"Biscuit, sweet",,MISCELLANEOUS FOODS,,,,,,Raw,,100,,,,450,5.4,6.4,15.2,1.1,,71.9,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0537,Brown bread,,MISCELLANEOUS FOODS,,,,,,Raw,,100,,,,244,39,8.8,1.4,,1.2,49,,18,2.2,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0538,Bread white,,MISCELLANEOUS FOODS,,,,,,Raw,,100,,,,245,39,7.8,0.7,,0.2,51.9,,11,1.1,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0539,Corn flakes,,MISCELLANEOUS FOODS,,,,,,Raw,,100,,,,,2.2,7.4,0.5,2.1,1.1,,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0540,Canu sugar,,MISCELLANEOUS FOODS,,,,,,Raw,,100,,,,398,0.4,0.1,0,0.1,0,99.4,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0541,Coconut tender,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,41,90.8,0.9,1.1,0.6,,6.3,,10,0.9,30,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0542,coconut water,,MISCELLANEOUS FOODS,,,,,,Raw,,100,,,,24,93.8,1.4,0.1,0.3,0,4.4,,24,0.1,10,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0543,Grounnut cake,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,386,7.2,40.9,7.4,2.5,3.2,38.8,,213,,548,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0544,Honey,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,319,2.06,0.3,0,0.2,,79.5,,5,0.9,16,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0545,jaggary white,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,357,8.6,3.7,0.1,2.4,,85.2,,63,7.2,49.7,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0546,Chaku,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,379,3.6,3.9,0.5,3.4,,89.7,,65,9.6,52.1,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0547,Dhatelo,,MISCELLANEOUS FOODS,,,,,,Raw,,,,,,504,6.72,27.5,30.4,2.7,2.7,29.9,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
